month,sku_id,geography_id,distributor_id,channel,units_sold,gross_revenue_inr,discount_inr,net_revenue_inr,cogs_inr,gross_margin_inr,gross_margin_pct
2024-01-01,FG-DW-LEM-500,GEO-E-001,DST-E-EC-01,E-commerce,451,51865.0,7779.75,44085.25,28007.1,16078.15,36.47
2024-01-01,FG-DW-LEM-500,GEO-E-002,DST-E-GT-01,General Trade,920,105800.0,8464.0,97336.0,57132.0,40204.0,41.3
2024-01-01,FG-DW-LEM-500,GEO-E-002,DST-E-MT-01,Modern Trade,734,84410.0,10129.2,74280.8,45581.4,28699.4,38.64
2024-01-01,FG-DW-LEM-500,GEO-E-002,DST-E-EC-01,E-commerce,451,51865.0,7779.75,44085.25,28007.1,16078.15,36.47
2024-01-01,FG-DW-LEM-1L,GEO-S-001,DST-S-GT-01,General Trade,821,168305.0,13464.4,154840.6,90884.7,63955.9,41.3
2024-01-01,FG-DW-LEM-1L,GEO-S-001,DST-S-MT-01,Modern Trade,609,124845.0,14981.4,109863.6,67416.3,42447.3,38.64
2024-01-01,FG-DW-LEM-1L,GEO-S-001,DST-S-EC-01,E-commerce,409,83845.0,12576.75,71268.25,45276.3,25991.95,36.47
2024-01-01,FG-DW-LEM-1L,GEO-S-002,DST-S-GT-01,General Trade,847,173635.0,13890.8,159744.2,93762.9,65981.3,41.3
2024-01-01,FG-DW-LEM-1L,GEO-S-002,DST-S-MT-01,Modern Trade,628,128740.0,15448.8,113291.2,69519.6,43771.6,38.64
2024-01-01,FG-DW-LEM-1L,GEO-S-002,DST-S-EC-01,E-commerce,408,83640.0,12546.0,71094.0,45165.6,25928.4,36.47
2024-01-01,FG-DW-LEM-1L,GEO-W-001,DST-W-GT-01,General Trade,844,173020.0,13841.6,159178.4,93430.8,65747.6,41.3
2024-01-01,FG-DW-LEM-1L,GEO-W-001,DST-W-MT-01,Modern Trade,566,116030.0,13923.6,102106.4,62656.2,39450.2,38.64
2024-01-01,FG-DW-LEM-1L,GEO-W-001,DST-W-EC-01,E-commerce,366,75030.0,11254.5,63775.5,40516.2,23259.3,36.47
2024-01-01,FG-DW-LEM-1L,GEO-W-002,DST-W-GT-01,General Trade,752,154160.0,12332.8,141827.2,83246.4,58580.8,41.3
2024-01-01,FG-DW-LEM-1L,GEO-W-002,DST-W-MT-01,Modern Trade,590,120950.0,14514.0,106436.0,65313.0,41123.0,38.64
2024-01-01,FG-DW-LEM-1L,GEO-W-002,DST-W-EC-01,E-commerce,390,79950.0,11992.5,67957.5,43173.0,24784.5,36.47
2024-01-01,FG-DW-LEM-1L,GEO-N-001,DST-N-GT-01,General Trade,702,143910.0,11512.8,132397.2,77711.4,54685.8,41.3
2024-01-01,FG-DW-LEM-1L,GEO-N-001,DST-N-MT-01,Modern Trade,505,103525.0,12423.0,91102.0,55903.5,35198.5,38.64
2024-01-01,FG-DW-LEM-1L,GEO-N-001,DST-N-EC-01,E-commerce,328,67240.0,10086.0,57154.0,36309.6,20844.4,36.47
2024-01-01,FG-DW-LEM-1L,GEO-N-002,DST-N-GT-01,General Trade,724,148420.0,11873.6,136546.4,80146.8,56399.6,41.3
2024-01-01,FG-DW-LEM-1L,GEO-N-002,DST-N-MT-01,Modern Trade,538,110290.0,13234.8,97055.2,59556.6,37498.6,38.64
2024-01-01,FG-DW-LEM-1L,GEO-N-002,DST-N-EC-01,E-commerce,346,70930.0,10639.5,60290.5,38302.2,21988.3,36.47
2024-01-01,FG-DW-LEM-1L,GEO-E-001,DST-E-GT-01,General Trade,603,123615.0,9889.2,113725.8,66752.1,46973.7,41.3
2024-01-01,FG-DW-LEM-1L,GEO-E-001,DST-E-MT-01,Modern Trade,462,94710.0,11365.2,83344.8,51143.4,32201.4,38.64
2024-01-01,FG-DW-LEM-1L,GEO-E-001,DST-E-EC-01,E-commerce,299,61295.0,9194.25,52100.75,33099.3,19001.45,36.47
2024-01-01,FG-DW-LEM-1L,GEO-E-002,DST-E-GT-01,General Trade,625,128125.0,10250.0,117875.0,69187.5,48687.5,41.3
2024-01-01,FG-DW-LEM-1L,GEO-E-002,DST-E-MT-01,Modern Trade,474,97170.0,11660.4,85509.6,52471.8,33037.8,38.64
2024-01-01,FG-DW-LEM-1L,GEO-E-002,DST-E-EC-01,E-commerce,300,61500.0,9225.0,52275.0,33210.0,19065.0,36.47
2024-01-01,FG-SC-LAV-500,GEO-S-001,DST-S-GT-01,General Trade,1013,136755.0,10940.4,125814.6,76582.8,49231.8,39.13
2024-01-01,FG-SC-LAV-500,GEO-S-001,DST-S-MT-01,Modern Trade,732,98820.0,11858.4,86961.6,55339.2,31622.4,36.36
2024-01-01,FG-SC-LAV-500,GEO-S-001,DST-S-EC-01,E-commerce,479,64665.0,9699.75,54965.25,36212.4,18752.85,34.12
2024-01-01,FG-SC-LAV-500,GEO-S-002,DST-S-GT-01,General Trade,1011,136485.0,10918.8,125566.2,76431.6,49134.6,39.13
2024-01-01,FG-SC-LAV-500,GEO-S-002,DST-S-MT-01,Modern Trade,687,92745.0,11129.4,81615.6,51937.2,29678.4,36.36
2024-01-01,FG-SC-LAV-500,GEO-S-002,DST-S-EC-01,E-commerce,467,63045.0,9456.75,53588.25,35305.2,18283.05,34.12
2024-01-01,FG-SC-LAV-500,GEO-W-001,DST-W-GT-01,General Trade,901,121635.0,9730.8,111904.2,68115.6,43788.6,39.13
2024-01-01,FG-SC-LAV-500,GEO-W-001,DST-W-MT-01,Modern Trade,662,89370.0,10724.4,78645.6,50047.2,28598.4,36.36
2024-01-01,FG-SC-LAV-500,GEO-W-001,DST-W-EC-01,E-commerce,436,58860.0,8829.0,50031.0,32961.6,17069.4,34.12
2024-01-01,FG-SC-LAV-500,GEO-W-002,DST-W-GT-01,General Trade,973,131355.0,10508.4,120846.6,73558.8,47287.8,39.13
2024-01-01,FG-SC-LAV-500,GEO-W-002,DST-W-MT-01,Modern Trade,656,88560.0,10627.2,77932.8,49593.6,28339.2,36.36
2024-01-01,FG-SC-LAV-500,GEO-W-002,DST-W-EC-01,E-commerce,458,61830.0,9274.5,52555.5,34624.8,17930.7,34.12
2024-01-01,FG-SC-LAV-500,GEO-N-001,DST-N-GT-01,General Trade,777,104895.0,8391.6,96503.4,58741.2,37762.2,39.13
2024-01-01,FG-SC-LAV-500,GEO-N-001,DST-N-MT-01,Modern Trade,608,82080.0,9849.6,72230.4,45964.8,26265.6,36.36
2024-01-01,FG-SC-LAV-500,GEO-N-001,DST-N-EC-01,E-commerce,402,54270.0,8140.5,46129.5,30391.2,15738.3,34.12
2024-01-01,FG-SC-LAV-500,GEO-N-002,DST-N-GT-01,General Trade,853,115155.0,9212.4,105942.6,64486.8,41455.8,39.13
2024-01-01,FG-SC-LAV-500,GEO-N-002,DST-N-MT-01,Modern Trade,634,85590.0,10270.8,75319.2,47930.4,27388.8,36.36
2024-01-01,FG-SC-LAV-500,GEO-N-002,DST-N-EC-01,E-commerce,413,55755.0,8363.25,47391.75,31222.8,16168.95,34.12
2024-01-01,FG-SC-LAV-500,GEO-E-001,DST-E-GT-01,General Trade,721,97335.0,7786.8,89548.2,54507.6,35040.6,39.13
2024-01-01,FG-SC-LAV-500,GEO-E-001,DST-E-MT-01,Modern Trade,531,71685.0,8602.2,63082.8,40143.6,22939.2,36.36
2024-01-01,FG-SC-LAV-500,GEO-E-001,DST-E-EC-01,E-commerce,363,49005.0,7350.75,41654.25,27442.8,14211.45,34.12
2024-01-01,FG-SC-LAV-500,GEO-E-002,DST-E-GT-01,General Trade,725,97875.0,7830.0,90045.0,54810.0,35235.0,39.13
2024-01-01,FG-SC-LAV-500,GEO-E-002,DST-E-MT-01,Modern Trade,513,69255.0,8310.6,60944.4,38782.8,22161.6,36.36
2024-01-01,FG-SC-LAV-500,GEO-E-002,DST-E-EC-01,E-commerce,335,45225.0,6783.75,38441.25,25326.0,13115.25,34.12
2024-01-01,FG-SC-LAV-1L,GEO-S-001,DST-S-GT-01,General Trade,626,147110.0,11768.8,135341.2,82381.6,52959.6,39.13
2024-01-01,FG-SC-LAV-1L,GEO-S-001,DST-S-MT-01,Modern Trade,490,115150.0,13818.0,101332.0,64484.0,36848.0,36.36
2024-01-01,FG-SC-LAV-1L,GEO-S-001,DST-S-EC-01,E-commerce,314,73790.0,11068.5,62721.5,41322.4,21399.1,34.12
2024-01-01,FG-SC-LAV-1L,GEO-S-002,DST-S-GT-01,General Trade,668,156980.0,12558.4,144421.6,87908.8,56512.8,39.13
2024-01-01,FG-SC-LAV-1L,GEO-S-002,DST-S-MT-01,Modern Trade,472,110920.0,13310.4,97609.6,62115.2,35494.4,36.36
2024-01-01,FG-SC-LAV-1L,GEO-S-002,DST-S-EC-01,E-commerce,314,73790.0,11068.5,62721.5,41322.4,21399.1,34.12
2024-01-01,FG-SC-LAV-1L,GEO-W-001,DST-W-GT-01,General Trade,620,145700.0,11656.0,134044.0,81592.0,52452.0,39.13
2024-01-01,FG-SC-LAV-1L,GEO-W-001,DST-W-MT-01,Modern Trade,442,103870.0,12464.4,91405.6,58167.2,33238.4,36.36
2024-01-01,FG-SC-LAV-1L,GEO-W-001,DST-W-EC-01,E-commerce,296,69560.0,10434.0,59126.0,38953.6,20172.4,34.12
2024-01-01,FG-SC-LAV-1L,GEO-W-002,DST-W-GT-01,General Trade,589,138415.0,11073.2,127341.8,77512.4,49829.4,39.13
2024-01-01,FG-SC-LAV-1L,GEO-W-002,DST-W-MT-01,Modern Trade,441,103635.0,12436.2,91198.8,58035.6,33163.2,36.36
2024-01-01,FG-SC-LAV-1L,GEO-W-002,DST-W-EC-01,E-commerce,286,67210.0,10081.5,57128.5,37637.6,19490.9,34.12
2024-01-01,FG-SC-LAV-1L,GEO-N-001,DST-N-GT-01,General Trade,523,122905.0,9832.4,113072.6,68826.8,44245.8,39.13
2024-01-01,FG-SC-LAV-1L,GEO-N-001,DST-N-MT-01,Modern Trade,414,97290.0,11674.8,85615.2,54482.4,31132.8,36.36
2024-01-01,FG-SC-LAV-1L,GEO-N-001,DST-N-EC-01,E-commerce,258,60630.0,9094.5,51535.5,33952.8,17582.7,34.12
2024-01-01,FG-SC-LAV-1L,GEO-N-002,DST-N-GT-01,General Trade,549,129015.0,10321.2,118693.8,72248.4,46445.4,39.13
2024-01-01,FG-SC-LAV-1L,GEO-N-002,DST-N-MT-01,Modern Trade,414,97290.0,11674.8,85615.2,54482.4,31132.8,36.36
2024-01-01,FG-SC-LAV-1L,GEO-N-002,DST-N-EC-01,E-commerce,268,62980.0,9447.0,53533.0,35268.8,18264.2,34.12
2024-01-01,FG-SC-LAV-1L,GEO-E-001,DST-E-GT-01,General Trade,494,116090.0,9287.2,106802.8,65010.4,41792.4,39.13
2024-01-01,FG-SC-LAV-1L,GEO-E-001,DST-E-MT-01,Modern Trade,355,83425.0,10011.0,73414.0,46718.0,26696.0,36.36
2024-01-01,FG-SC-LAV-1L,GEO-E-001,DST-E-EC-01,E-commerce,227,53345.0,8001.75,45343.25,29873.2,15470.05,34.12
2024-01-01,FG-SC-LAV-1L,GEO-E-002,DST-E-GT-01,General Trade,480,112800.0,9024.0,103776.0,63168.0,40608.0,39.13
2024-01-01,FG-SC-LAV-1L,GEO-E-002,DST-E-MT-01,Modern Trade,332,78020.0,9362.4,68657.6,43691.2,24966.4,36.36
2024-01-01,FG-SC-LAV-1L,GEO-E-002,DST-E-EC-01,E-commerce,218,51230.0,7684.5,43545.5,28688.8,14856.7,34.12
2024-01-01,PH-HW-ALO-250,GEO-S-001,DST-S-GT-01,General Trade,1044,99180.0,7934.4,91245.6,49590.0,41655.6,45.65
2024-01-01,PH-HW-ALO-250,GEO-S-001,DST-S-MT-01,Modern Trade,783,74385.0,8926.2,65458.8,37192.5,28266.3,43.18
2024-01-01,PH-HW-ALO-250,GEO-S-001,DST-S-EC-01,E-commerce,537,51015.0,7652.25,43362.75,25507.5,17855.25,41.18
2024-01-01,PH-HW-ALO-250,GEO-S-002,DST-S-GT-01,General Trade,1062,100890.0,8071.2,92818.8,50445.0,42373.8,45.65
2024-01-01,PH-HW-ALO-250,GEO-S-002,DST-S-MT-01,Modern Trade,803,76285.0,9154.2,67130.8,38142.5,28988.3,43.18
2024-01-01,PH-HW-ALO-250,GEO-S-002,DST-S-EC-01,E-commerce,556,52820.0,7923.0,44897.0,26410.0,18487.0,41.18
2024-01-01,PH-HW-ALO-250,GEO-W-001,DST-W-GT-01,General Trade,1011,96045.0,7683.6,88361.4,48022.5,40338.9,45.65
2024-01-01,PH-HW-ALO-250,GEO-W-001,DST-W-MT-01,Modern Trade,782,74290.0,8914.8,65375.2,37145.0,28230.2,43.18
2024-01-01,PH-HW-ALO-250,GEO-W-001,DST-W-EC-01,E-commerce,474,45030.0,6754.5,38275.5,22515.0,15760.5,41.18
2024-01-01,PH-HW-ALO-250,GEO-W-002,DST-W-GT-01,General Trade,1018,96710.0,7736.8,88973.2,48355.0,40618.2,45.65
2024-01-01,PH-HW-ALO-250,GEO-W-002,DST-W-MT-01,Modern Trade,730,69350.0,8322.0,61028.0,34675.0,26353.0,43.18
2024-01-01,PH-HW-ALO-250,GEO-W-002,DST-W-EC-01,E-commerce,486,46170.0,6925.5,39244.5,23085.0,16159.5,41.18
2024-01-01,PH-HW-ALO-250,GEO-N-001,DST-N-GT-01,General Trade,962,91390.0,7311.2,84078.8,45695.0,38383.8,45.65
2024-01-01,PH-HW-ALO-250,GEO-N-001,DST-N-MT-01,Modern Trade,641,60895.0,7307.4,53587.6,30447.5,23140.1,43.18
2024-01-01,PH-HW-ALO-250,GEO-N-001,DST-N-EC-01,E-commerce,455,43225.0,6483.75,36741.25,21612.5,15128.75,41.18
2024-01-01,PH-HW-ALO-250,GEO-N-002,DST-N-GT-01,General Trade,940,89300.0,7144.0,82156.0,44650.0,37506.0,45.65
2024-01-01,PH-HW-ALO-250,GEO-N-002,DST-N-MT-01,Modern Trade,673,63935.0,7672.2,56262.8,31967.5,24295.3,43.18
2024-01-01,PH-HW-ALO-250,GEO-N-002,DST-N-EC-01,E-commerce,421,39995.0,5999.25,33995.75,19997.5,13998.25,41.18
2024-01-01,PH-HW-ALO-250,GEO-E-001,DST-E-GT-01,General Trade,819,77805.0,6224.4,71580.6,38902.5,32678.1,45.65
2024-01-01,PH-HW-ALO-250,GEO-E-001,DST-E-MT-01,Modern Trade,592,56240.0,6748.8,49491.2,28120.0,21371.2,43.18
2024-01-01,PH-HW-ALO-250,GEO-E-001,DST-E-EC-01,E-commerce,396,37620.0,5643.0,31977.0,18810.0,13167.0,41.18
2024-01-01,PH-HW-ALO-250,GEO-E-002,DST-E-GT-01,General Trade,818,77710.0,6216.8,71493.2,38855.0,32638.2,45.65
2024-01-01,PH-HW-ALO-250,GEO-E-002,DST-E-MT-01,Modern Trade,643,61085.0,7330.2,53754.8,30542.5,23212.3,43.18
2024-01-01,PH-HW-ALO-250,GEO-E-002,DST-E-EC-01,E-commerce,388,36860.0,5529.0,31331.0,18430.0,12901.0,41.18
2024-01-01,PH-HW-ALO-500,GEO-S-001,DST-S-GT-01,General Trade,723,119295.0,9543.6,109751.4,59647.5,50103.9,45.65
2024-01-01,PH-HW-ALO-500,GEO-S-001,DST-S-MT-01,Modern Trade,562,92730.0,11127.6,81602.4,46365.0,35237.4,43.18
2024-01-01,PH-HW-ALO-500,GEO-S-001,DST-S-EC-01,E-commerce,365,60225.0,9033.75,51191.25,30112.5,21078.75,41.18
2024-01-01,PH-HW-ALO-500,GEO-S-002,DST-S-GT-01,General Trade,795,131175.0,10494.0,120681.0,65587.5,55093.5,45.65
2024-01-01,PH-HW-ALO-500,GEO-S-002,DST-S-MT-01,Modern Trade,577,95205.0,11424.6,83780.4,47602.5,36177.9,43.18
2024-01-01,PH-HW-ALO-500,GEO-S-002,DST-S-EC-01,E-commerce,367,60555.0,9083.25,51471.75,30277.5,21194.25,41.18
2024-01-01,PH-HW-ALO-500,GEO-W-001,DST-W-GT-01,General Trade,743,122595.0,9807.6,112787.4,61297.5,51489.9,45.65
2024-01-01,PH-HW-ALO-500,GEO-W-001,DST-W-MT-01,Modern Trade,495,81675.0,9801.0,71874.0,40837.5,31036.5,43.18
2024-01-01,PH-HW-ALO-500,GEO-W-001,DST-W-EC-01,E-commerce,328,54120.0,8118.0,46002.0,27060.0,18942.0,41.18
2024-01-01,PH-HW-ALO-500,GEO-W-002,DST-W-GT-01,General Trade,676,111540.0,8923.2,102616.8,55770.0,46846.8,45.65
2024-01-01,PH-HW-ALO-500,GEO-W-002,DST-W-MT-01,Modern Trade,511,84315.0,10117.8,74197.2,42157.5,32039.7,43.18
2024-01-01,PH-HW-ALO-500,GEO-W-002,DST-W-EC-01,E-commerce,318,52470.0,7870.5,44599.5,26235.0,18364.5,41.18
2024-01-01,PH-HW-ALO-500,GEO-N-001,DST-N-GT-01,General Trade,653,107745.0,8619.6,99125.4,53872.5,45252.9,45.65
2024-01-01,PH-HW-ALO-500,GEO-N-001,DST-N-MT-01,Modern Trade,467,77055.0,9246.6,67808.4,38527.5,29280.9,43.18
2024-01-01,PH-HW-ALO-500,GEO-N-001,DST-N-EC-01,E-commerce,288,47520.0,7128.0,40392.0,23760.0,16632.0,41.18
2024-01-01,PH-HW-ALO-500,GEO-N-002,DST-N-GT-01,General Trade,611,100815.0,8065.2,92749.8,50407.5,42342.3,45.65
2024-01-01,PH-HW-ALO-500,GEO-N-002,DST-N-MT-01,Modern Trade,477,78705.0,9444.6,69260.4,39352.5,29907.9,43.18
2024-01-01,PH-HW-ALO-500,GEO-N-002,DST-N-EC-01,E-commerce,316,52140.0,7821.0,44319.0,26070.0,18249.0,41.18
2024-01-01,PH-HW-ALO-500,GEO-E-001,DST-E-GT-01,General Trade,604,99660.0,7972.8,91687.2,49830.0,41857.2,45.65
2024-01-01,PH-HW-ALO-500,GEO-E-001,DST-E-MT-01,Modern Trade,462,76230.0,9147.6,67082.4,38115.0,28967.4,43.18
2024-01-01,PH-HW-ALO-500,GEO-E-001,DST-E-EC-01,E-commerce,273,45045.0,6756.75,38288.25,22522.5,15765.75,41.18
2024-01-01,PH-HW-ALO-500,GEO-E-002,DST-E-GT-01,General Trade,537,88605.0,7088.4,81516.6,44302.5,37214.1,45.65
2024-01-01,PH-HW-ALO-500,GEO-E-002,DST-E-MT-01,Modern Trade,378,62370.0,7484.4,54885.6,31185.0,23700.6,43.18
2024-01-01,PH-HW-ALO-500,GEO-E-002,DST-E-EC-01,E-commerce,271,44715.0,6707.25,38007.75,22357.5,15650.25,41.18
2024-01-01,PH-BW-NEE-500,GEO-S-001,DST-S-GT-01,General Trade,539,121275.0,9702.0,111573.0,63063.0,48510.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-S-001,DST-S-MT-01,Modern Trade,405,91125.0,10935.0,80190.0,47385.0,32805.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-S-001,DST-S-EC-01,E-commerce,261,58725.0,8808.75,49916.25,30537.0,19379.25,38.82
2024-01-01,PH-BW-NEE-500,GEO-S-002,DST-S-GT-01,General Trade,554,124650.0,9972.0,114678.0,64818.0,49860.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-S-002,DST-S-MT-01,Modern Trade,430,96750.0,11610.0,85140.0,50310.0,34830.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-S-002,DST-S-EC-01,E-commerce,269,60525.0,9078.75,51446.25,31473.0,19973.25,38.82
2024-01-01,PH-BW-NEE-500,GEO-W-001,DST-W-GT-01,General Trade,515,115875.0,9270.0,106605.0,60255.0,46350.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-W-001,DST-W-MT-01,Modern Trade,368,82800.0,9936.0,72864.0,43056.0,29808.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-W-001,DST-W-EC-01,E-commerce,232,52200.0,7830.0,44370.0,27144.0,17226.0,38.82
2024-01-01,PH-BW-NEE-500,GEO-W-002,DST-W-GT-01,General Trade,508,114300.0,9144.0,105156.0,59436.0,45720.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-W-002,DST-W-MT-01,Modern Trade,383,86175.0,10341.0,75834.0,44811.0,31023.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-W-002,DST-W-EC-01,E-commerce,266,59850.0,8977.5,50872.5,31122.0,19750.5,38.82
2024-01-01,PH-BW-NEE-500,GEO-N-001,DST-N-GT-01,General Trade,473,106425.0,8514.0,97911.0,55341.0,42570.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-N-001,DST-N-MT-01,Modern Trade,362,81450.0,9774.0,71676.0,42354.0,29322.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-N-001,DST-N-EC-01,E-commerce,221,49725.0,7458.75,42266.25,25857.0,16409.25,38.82
2024-01-01,PH-BW-NEE-500,GEO-N-002,DST-N-GT-01,General Trade,448,100800.0,8064.0,92736.0,52416.0,40320.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-N-002,DST-N-MT-01,Modern Trade,335,75375.0,9045.0,66330.0,39195.0,27135.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-N-002,DST-N-EC-01,E-commerce,219,49275.0,7391.25,41883.75,25623.0,16260.75,38.82
2024-01-01,PH-BW-NEE-500,GEO-E-001,DST-E-GT-01,General Trade,448,100800.0,8064.0,92736.0,52416.0,40320.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-E-001,DST-E-MT-01,Modern Trade,295,66375.0,7965.0,58410.0,34515.0,23895.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-E-001,DST-E-EC-01,E-commerce,205,46125.0,6918.75,39206.25,23985.0,15221.25,38.82
2024-01-01,PH-BW-NEE-500,GEO-E-002,DST-E-GT-01,General Trade,398,89550.0,7164.0,82386.0,46566.0,35820.0,43.48
2024-01-01,PH-BW-NEE-500,GEO-E-002,DST-E-MT-01,Modern Trade,317,71325.0,8559.0,62766.0,37089.0,25677.0,40.91
2024-01-01,PH-BW-NEE-500,GEO-E-002,DST-E-EC-01,E-commerce,201,45225.0,6783.75,38441.25,23517.0,14924.25,38.82
2024-01-01,PH-HW-ROS-250,GEO-S-001,DST-S-GT-01,General Trade,403,36270.0,2901.6,33368.4,18497.7,14870.7,44.57
2024-01-01,PH-HW-ROS-250,GEO-S-001,DST-S-MT-01,Modern Trade,300,27000.0,3240.0,23760.0,13770.0,9990.0,42.05
2024-01-01,PH-HW-ROS-250,GEO-S-001,DST-S-EC-01,E-commerce,190,17100.0,2565.0,14535.0,8721.0,5814.0,40.0
2024-01-01,PH-HW-ROS-250,GEO-S-002,DST-S-GT-01,General Trade,413,37170.0,2973.6,34196.4,18956.7,15239.7,44.57
2024-01-01,PH-HW-ROS-250,GEO-S-002,DST-S-MT-01,Modern Trade,295,26550.0,3186.0,23364.0,13540.5,9823.5,42.05
2024-01-01,PH-HW-ROS-250,GEO-S-002,DST-S-EC-01,E-commerce,185,16650.0,2497.5,14152.5,8491.5,5661.0,40.0
2024-01-01,PH-HW-ROS-250,GEO-W-001,DST-W-GT-01,General Trade,359,32310.0,2584.8,29725.2,16478.1,13247.1,44.57
2024-01-01,PH-HW-ROS-250,GEO-W-001,DST-W-MT-01,Modern Trade,282,25380.0,3045.6,22334.4,12943.8,9390.6,42.05
2024-01-01,PH-HW-ROS-250,GEO-W-001,DST-W-EC-01,E-commerce,193,17370.0,2605.5,14764.5,8858.7,5905.8,40.0
2024-01-01,PH-HW-ROS-250,GEO-W-002,DST-W-GT-01,General Trade,380,34200.0,2736.0,31464.0,17442.0,14022.0,44.57
2024-01-01,PH-HW-ROS-250,GEO-W-002,DST-W-MT-01,Modern Trade,278,25020.0,3002.4,22017.6,12760.2,9257.4,42.05
2024-01-01,PH-HW-ROS-250,GEO-W-002,DST-W-EC-01,E-commerce,184,16560.0,2484.0,14076.0,8445.6,5630.4,40.0
2024-01-01,PH-HW-ROS-250,GEO-N-001,DST-N-GT-01,General Trade,361,32490.0,2599.2,29890.8,16569.9,13320.9,44.57
2024-01-01,PH-HW-ROS-250,GEO-N-001,DST-N-MT-01,Modern Trade,256,23040.0,2764.8,20275.2,11750.4,8524.8,42.05
2024-01-01,PH-HW-ROS-250,GEO-N-001,DST-N-EC-01,E-commerce,162,14580.0,2187.0,12393.0,7435.8,4957.2,40.0
2024-01-01,PH-HW-ROS-250,GEO-N-002,DST-N-GT-01,General Trade,358,32220.0,2577.6,29642.4,16432.2,13210.2,44.57
2024-01-01,PH-HW-ROS-250,GEO-N-002,DST-N-MT-01,Modern Trade,258,23220.0,2786.4,20433.6,11842.2,8591.4,42.05
2024-01-01,PH-HW-ROS-250,GEO-N-002,DST-N-EC-01,E-commerce,175,15750.0,2362.5,13387.5,8032.5,5355.0,40.0
