month,sku_id,geography_id,distributor_id,channel,opening_stock_units,received_units,units_sold,closing_stock_units,stockout_days,inventory_status
2024-01-01,NB-GR-HON-500,GEO-W-002,DST-W-MT-01,Modern Trade,153,468,457,164,0,Healthy
2024-01-01,NB-GR-HON-500,GEO-W-002,DST-W-EC-01,E-commerce,77,290,290,77,1,Healthy
2024-01-01,NB-GR-HON-500,GEO-N-001,DST-N-GT-01,General Trade,160,439,492,107,1,Healthy
2024-01-01,NB-GR-HON-500,GEO-N-001,DST-N-MT-01,Modern Trade,130,308,373,65,0,Healthy
2024-01-01,NB-GR-HON-500,GEO-N-001,DST-N-EC-01,E-commerce,67,223,230,60,1,Healthy
2024-01-01,NB-GR-HON-500,GEO-N-002,DST-N-GT-01,General Trade,119,491,498,112,1,Healthy
2024-01-01,NB-GR-HON-500,GEO-N-002,DST-N-MT-01,Modern Trade,89,386,382,93,0,Healthy
2024-01-01,NB-GR-HON-500,GEO-N-002,DST-N-EC-01,E-commerce,78,256,256,78,0,Healthy
2024-01-01,NB-GR-HON-500,GEO-E-001,DST-E-GT-01,General Trade,99,380,434,45,0,Healthy
2024-01-01,NB-GR-HON-500,GEO-E-001,DST-E-MT-01,Modern Trade,69,278,322,25,1,Healthy
2024-01-01,NB-GR-HON-500,GEO-E-001,DST-E-EC-01,E-commerce,53,203,196,60,0,Healthy
2024-01-01,NB-GR-HON-500,GEO-E-002,DST-E-GT-01,General Trade,115,464,444,135,1,Healthy
